layer_index,layer_bucket,cosine_pair,left_delta_type,right_delta_type,n_families,mean_cosine,median_cosine,std_cosine,min_cosine,max_cosine
23,middle,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.41747980502744514,0.451322540640831,0.12380844510435837,0.1042085811495781,0.6040022969245911
23,middle,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3253639191389084,0.33280377089977264,0.11481709431459594,0.10287759453058243,0.4926983714103699
24,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.3616041261702776,0.36567114293575287,0.1334369256680422,0.041857220232486725,0.6125305891036987
24,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6977191848887337,0.7012841999530792,0.07662247042099618,0.5609164237976074,0.8439480066299438
24,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8401570949289534,0.839108794927597,0.043327227392213216,0.7275280952453613,0.9333098530769348
24,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.2746359387205707,0.3009721487760544,0.12808642838713466,-0.09546960145235062,0.4952407479286194
24,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6780330770545535,0.6722477674484253,0.05910690091145004,0.5808471441268921,0.8063218593597412
24,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.3995532596276866,0.40484532713890076,0.10476412837808668,0.15303905308246613,0.5732804536819458
24,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.29417411755356526,0.3319668620824814,0.11884654035120007,-0.09317635744810104,0.44783246517181396
25,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.44559943344857955,0.45169584453105927,0.11259827515490138,0.17998260259628296,0.6342718601226807
25,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.700661184059249,0.7125371694564819,0.0769032352746328,0.5123392343521118,0.8287310004234314
25,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8223682012822893,0.8224732577800751,0.043744264384294185,0.7167035341262817,0.9251806139945984
25,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3200868520264824,0.33519217371940613,0.12124464875771276,-0.04129861667752266,0.5205768346786499
25,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6536142362488641,0.6475193798542023,0.058333333000045534,0.5388379693031311,0.782761812210083
25,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.42793408781290054,0.43057459592819214,0.09998129351188563,0.1631656140089035,0.5972515940666199
25,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3140354535231988,0.3257668912410736,0.11377008248664422,-0.04526326060295105,0.4735841751098633
26,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.4532807436254289,0.44897495210170746,0.11124807593436849,0.2128124237060547,0.6539784073829651
26,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7053372181124158,0.7178598046302795,0.07582624107962885,0.5164734721183777,0.8268470168113708
26,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8211449434359869,0.823039323091507,0.043699240618845024,0.7244631052017212,0.9272916913032532
26,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.33735556103703046,0.3573964685201645,0.11842285265366659,-0.03180031105875969,0.5347766280174255
26,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6441158933771981,0.6399387121200562,0.0573666816085647,0.4942372441291809,0.7650458812713623
26,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.43604519921872353,0.45140035450458527,0.0997225334270305,0.15369905531406403,0.5963135957717896
26,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3121649966471725,0.3277442157268524,0.10829027302637428,-0.03325158357620239,0.4391855001449585
27,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.432922899723053,0.42715905606746674,0.11641907502596646,0.21375691890716553,0.6449726223945618
27,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.6980318327744802,0.7124572098255157,0.07650131662879772,0.5068191289901733,0.8305178880691528
27,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8159540957874722,0.8197633922100067,0.04511026140410371,0.7080799341201782,0.9253049492835999
27,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3384090405371454,0.3587785065174103,0.11555233881696546,-0.018795594573020935,0.5203481316566467
27,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6272158026695251,0.6171904802322388,0.05938779946875586,0.46973514556884766,0.7509752511978149
27,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4369228403601382,0.4538964182138443,0.09776072289533172,0.1696702092885971,0.5772029757499695
27,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3042435107959641,0.3295487314462662,0.10452352578387934,-0.01524614542722702,0.43176984786987305
28,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.4605710990726948,0.45255371928215027,0.1142084156019159,0.1953517645597458,0.6543076634407043
28,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7074951860639784,0.7225449979305267,0.07348460478667593,0.523965060710907,0.8390910625457764
28,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8116061604685254,0.8123391568660736,0.04636460941931413,0.6848012208938599,0.9237209558486938
28,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3486609294389685,0.37012316286563873,0.12145675944301726,-0.05357841029763222,0.5346587896347046
28,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6197794013553195,0.6110686659812927,0.061214885568116065,0.45736682415008545,0.7360178828239441
28,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4555274082554711,0.47758203744888306,0.10462673074938605,0.16017010807991028,0.5854887366294861
28,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.30344092659652233,0.3196878880262375,0.10555736289905514,-0.04264543205499649,0.4359709918498993
29,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.4637894034385681,0.4639916270971298,0.11050188365096382,0.19768616557121277,0.6465532779693604
29,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7104891389608383,0.7241066694259644,0.07313939418215039,0.5282003283500671,0.8412343859672546
29,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.8080493029620912,0.8085721433162689,0.045352900847648384,0.678938090801239,0.9236581325531006
29,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.3525189109560516,0.36434902250766754,0.11983488749070699,-0.056149132549762726,0.5482109785079956
29,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6190914296441608,0.6086626648902893,0.06223591726252302,0.4509492516517639,0.7364194393157959
29,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4650965440604422,0.4828284978866577,0.10394452650390838,0.18466882407665253,0.592245876789093
29,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.30651175375613904,0.3316352069377899,0.10646315624619418,-0.041085660457611084,0.43790388107299805
30,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.4688069700366921,0.459473192691803,0.11345634802539349,0.1857951134443283,0.6531022191047668
30,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7170038968324661,0.725217193365097,0.07188392309464339,0.5519894957542419,0.8514461517333984
30,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7957309931516647,0.7983358800411224,0.04651370794039164,0.6755684018135071,0.913893461227417
30,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.38926750649180675,0.4134279787540436,0.12024081459536334,-0.028577886521816254,0.5533624887466431
30,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.6080039300852351,0.5943038761615753,0.06799191088875839,0.42642733454704285,0.7626285552978516
30,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.493050800015529,0.5107734799385071,0.1047357470531604,0.1961895227432251,0.611460268497467
30,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3245354706628455,0.3421137183904648,0.10901928118318031,-0.040607430040836334,0.45406246185302734
31,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.484349566201369,0.4829280823469162,0.10608110315142431,0.24114865064620972,0.6643071174621582
31,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7208138174480863,0.7368163168430328,0.06799955618135292,0.579798698425293,0.8416837453842163
31,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7852945559554629,0.7890081405639648,0.04754992986335539,0.6645137071609497,0.901538610458374
31,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.39952092472877765,0.41951122879981995,0.11252791257954257,0.027500443160533905,0.5459738373756409
31,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5967263835999701,0.5838901996612549,0.07144952266000976,0.4099383056163788,0.769469678401947
31,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.5006053066915936,0.5185970664024353,0.10382215109324403,0.18877485394477844,0.6138372421264648
31,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3138428073272937,0.323340967297554,0.10385811902680911,-2.967938780784607e-05,0.4360739588737488
32,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.4981572586629126,0.4969805032014847,0.1034012700751798,0.29380568861961365,0.6673515439033508
32,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7246141682068507,0.7384143769741058,0.06661046605155052,0.5749891400337219,0.8450554609298706
32,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7723476870192422,0.7770242094993591,0.04583390265991317,0.6744439601898193,0.8937235474586487
32,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.39983057592891985,0.4089469462633133,0.10686633603968987,0.05019063875079155,0.5382811427116394
32,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5839565752281083,0.5736896693706512,0.07311221614725075,0.3868322968482971,0.7640235424041748
32,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.5072074458003044,0.5179482996463776,0.10228074674592172,0.1960315704345703,0.6201370358467102
32,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.3126906350565453,0.3236430287361145,0.09297202723470993,0.018698064610362053,0.4390066862106323
33,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.5086918655369017,0.5126538276672363,0.09994571316157415,0.3075515925884247,0.6694148778915405
33,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7267957743671205,0.7331461012363434,0.06251120631244134,0.5775089263916016,0.8426260352134705
33,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7630758384863535,0.7692826390266418,0.04423447854278868,0.6689035892486572,0.8888658881187439
33,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.385773991752002,0.38690516352653503,0.1005112315568879,0.04404529184103012,0.5006775856018066
33,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5639162684480349,0.5537233054637909,0.0730659622924708,0.37014198303222656,0.756343424320221
33,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.4893793496820662,0.5114358961582184,0.10290091981602485,0.1856425404548645,0.6094950437545776
33,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2824978358629677,0.2919604033231735,0.08655100118783686,0.017275899648666382,0.4324718713760376
34,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.5807287337051498,0.5872082412242889,0.08973355522210635,0.4199497699737549,0.7235001921653748
34,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7355298780732684,0.7431333363056183,0.06003882242568033,0.5769480466842651,0.843549370765686
34,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7636084026760526,0.773052841424942,0.04159863569470067,0.6711126565933228,0.8813084959983826
34,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.40149373685320217,0.4032484441995621,0.08814272537019957,0.11198538541793823,0.5261264443397522
34,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5640799701213837,0.5676551163196564,0.06827076076303995,0.38812482357025146,0.7380563020706177
34,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.5177606302830908,0.5360492765903473,0.09488476565148227,0.22559452056884766,0.6245583295822144
34,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.2980069201439619,0.30465877056121826,0.07725226014268358,0.07963930070400238,0.438442587852478
35,late,false_pressure_vs_true_pressure,false_pressure_delta,true_pressure_delta,36,0.5747163370251656,0.5650879442691803,0.08813871015120715,0.3900037407875061,0.7437803149223328
35,late,false_pressure_vs_emotional_pressure,false_pressure_delta,emotional_pressure_delta,36,0.7126744372977151,0.7224626541137695,0.06081646455631809,0.5709105134010315,0.8099110722541809
35,late,false_pressure_vs_closed_context,false_pressure_delta,closed_context_delta,36,0.7792662779490153,0.780575305223465,0.046655178520415896,0.6845548748970032,0.8585382699966431
35,late,false_pressure_vs_distractor,false_pressure_delta,distractor_delta,36,0.47184429317712784,0.5030162930488586,0.09274685562232529,0.17628386616706848,0.6560669541358948
35,late,emotional_pressure_vs_closed_context,emotional_pressure_delta,closed_context_delta,36,0.5619474475582441,0.5576395094394684,0.06379086694624937,0.4380786716938019,0.7179421782493591
35,late,emotional_pressure_vs_distractor,emotional_pressure_delta,distractor_delta,36,0.5678331334557798,0.5914241671562195,0.09895264626238282,0.22395850718021393,0.6776771545410156
35,late,closed_context_vs_distractor,closed_context_delta,distractor_delta,36,0.36662356679638225,0.377469927072525,0.08220536115677007,0.15682773292064667,0.560650110244751
