condition,anchor,layer,mean_delta_norm,median_delta_norm,n_families
evidence_emotional_pressure,S2,23,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,24,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,25,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,26,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,27,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,28,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,29,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,30,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,31,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,32,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,33,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,34,0.00000000,0.00000000,80
evidence_emotional_pressure,S2,35,0.00000000,0.00000000,80
evidence_emotional_pressure,S3,0,0.97846691,0.97616050,80
evidence_emotional_pressure,S3,1,1.57454149,1.57416523,80
evidence_emotional_pressure,S3,2,2.40456758,2.39943223,80
evidence_emotional_pressure,S3,3,3.38841006,3.38666233,80
evidence_emotional_pressure,S3,4,4.17535611,4.16640246,80
evidence_emotional_pressure,S3,5,5.63671027,5.63865747,80
evidence_emotional_pressure,S3,6,9.65453426,9.65466776,80
evidence_emotional_pressure,S3,7,12.27830167,12.29768101,80
evidence_emotional_pressure,S3,8,18.64850364,18.61173760,80
evidence_emotional_pressure,S3,9,18.53399300,18.54001413,80
evidence_emotional_pressure,S3,10,22.59775293,22.60178564,80
evidence_emotional_pressure,S3,11,23.48610526,23.51841544,80
evidence_emotional_pressure,S3,12,26.12614325,26.10904765,80
evidence_emotional_pressure,S3,13,25.22573160,25.20943057,80
evidence_emotional_pressure,S3,14,24.64076392,24.65380740,80
evidence_emotional_pressure,S3,15,26.00935867,25.99913180,80
evidence_emotional_pressure,S3,16,27.05118873,27.03924545,80
evidence_emotional_pressure,S3,17,30.59147828,30.67023187,80
evidence_emotional_pressure,S3,18,31.50671675,31.41645605,80
evidence_emotional_pressure,S3,19,39.02404998,38.88355934,80
evidence_emotional_pressure,S3,20,43.61789303,43.44031739,80
evidence_emotional_pressure,S3,21,48.48067448,48.34866342,80
evidence_emotional_pressure,S3,22,53.85188700,53.90965795,80
evidence_emotional_pressure,S3,23,63.18440614,63.23480908,80
evidence_emotional_pressure,S3,24,75.58111632,75.25676789,80
evidence_emotional_pressure,S3,25,86.28785036,86.11078345,80
evidence_emotional_pressure,S3,26,97.32080311,97.14659044,80
evidence_emotional_pressure,S3,27,111.70251005,111.45780497,80
evidence_emotional_pressure,S3,28,131.81230165,131.98699151,80
evidence_emotional_pressure,S3,29,148.01538010,147.72106464,80
evidence_emotional_pressure,S3,30,169.78044514,170.02264816,80
evidence_emotional_pressure,S3,31,187.85435957,188.56449806,80
evidence_emotional_pressure,S3,32,207.60417244,208.62280036,80
evidence_emotional_pressure,S3,33,228.44221537,228.22123901,80
evidence_emotional_pressure,S3,34,251.94060552,250.24763149,80
evidence_emotional_pressure,S3,35,126.98061441,127.25412831,80
evidence_emotional_pressure,S4,0,1.22388673,1.22585559,80
evidence_emotional_pressure,S4,1,1.33226441,1.33590141,80
evidence_emotional_pressure,S4,2,1.49769439,1.49518316,80
evidence_emotional_pressure,S4,3,1.80458925,1.79922471,80
evidence_emotional_pressure,S4,4,2.10062724,2.10110307,80
evidence_emotional_pressure,S4,5,2.48580507,2.47634149,80
evidence_emotional_pressure,S4,6,3.25867367,3.25628773,80
evidence_emotional_pressure,S4,7,3.88225115,3.86684157,80
evidence_emotional_pressure,S4,8,4.93963154,4.87522661,80
evidence_emotional_pressure,S4,9,5.17202022,5.10983002,80
evidence_emotional_pressure,S4,10,4.94378513,4.90569432,80
evidence_emotional_pressure,S4,11,4.73871424,4.71004258,80
evidence_emotional_pressure,S4,12,5.88253347,5.85463214,80
evidence_emotional_pressure,S4,13,6.48354451,6.41477234,80
evidence_emotional_pressure,S4,14,6.52637768,6.48439378,80
evidence_emotional_pressure,S4,15,7.60302659,7.58990346,80
evidence_emotional_pressure,S4,16,8.33217403,8.27865424,80
evidence_emotional_pressure,S4,17,9.42791565,9.40194570,80
evidence_emotional_pressure,S4,18,14.29541593,14.24967718,80
evidence_emotional_pressure,S4,19,20.15621847,19.97049823,80
evidence_emotional_pressure,S4,20,26.94764810,26.89498225,80
evidence_emotional_pressure,S4,21,30.51000940,30.36999881,80
evidence_emotional_pressure,S4,22,31.94357201,31.66555147,80
evidence_emotional_pressure,S4,23,38.00587207,37.58922811,80
evidence_emotional_pressure,S4,24,43.80521736,43.67385875,80
evidence_emotional_pressure,S4,25,46.75579575,46.52995410,80
evidence_emotional_pressure,S4,26,51.74599317,51.53574895,80
evidence_emotional_pressure,S4,27,56.72876598,56.63473509,80
evidence_emotional_pressure,S4,28,62.28309951,61.65023827,80
evidence_emotional_pressure,S4,29,67.37824501,66.38655786,80
evidence_emotional_pressure,S4,30,74.21405682,73.00516305,80
evidence_emotional_pressure,S4,31,82.22996919,80.45078166,80
evidence_emotional_pressure,S4,32,94.22372341,92.39651251,80
evidence_emotional_pressure,S4,33,105.89198882,104.37054843,80
evidence_emotional_pressure,S4,34,128.76360107,126.22460578,80
evidence_emotional_pressure,S4,35,63.75556694,63.79202099,80
evidence_false_belief_pressure,S0,0,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,1,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,2,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,3,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,4,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,5,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,6,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,7,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,8,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,9,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,10,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,11,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,12,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,13,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,14,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,15,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,16,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,17,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,18,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,19,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,20,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,21,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,22,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,23,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,24,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,25,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,26,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,27,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,28,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,29,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,30,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,31,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,32,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,33,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,34,0.00000000,0.00000000,80
evidence_false_belief_pressure,S0,35,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,0,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,1,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,2,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,3,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,4,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,5,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,6,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,7,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,8,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,9,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,10,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,11,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,12,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,13,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,14,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,15,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,16,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,17,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,18,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,19,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,20,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,21,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,22,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,23,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,24,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,25,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,26,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,27,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,28,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,29,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,30,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,31,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,32,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,33,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,34,0.00000000,0.00000000,80
evidence_false_belief_pressure,S1,35,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,0,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,1,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,2,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,3,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,4,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,5,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,6,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,7,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,8,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,9,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,10,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,11,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,12,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,13,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,14,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,15,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,16,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,17,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,18,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,19,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,20,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,21,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,22,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,23,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,24,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,25,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,26,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,27,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,28,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,29,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,30,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,31,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,32,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,33,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,34,0.00000000,0.00000000,80
evidence_false_belief_pressure,S2,35,0.00000000,0.00000000,80
evidence_false_belief_pressure,S3,0,2.67244103,2.67058760,80
evidence_false_belief_pressure,S3,1,3.15612943,3.15235713,80
evidence_false_belief_pressure,S3,2,4.16887603,4.16859001,80
evidence_false_belief_pressure,S3,3,5.41523649,5.41663989,80
evidence_false_belief_pressure,S3,4,6.62965842,6.63175188,80
evidence_false_belief_pressure,S3,5,8.78292997,8.78779696,80
evidence_false_belief_pressure,S3,6,13.43810349,13.42200885,80
evidence_false_belief_pressure,S3,7,15.58028252,15.59866666,80
evidence_false_belief_pressure,S3,8,22.04812152,22.09929406,80
evidence_false_belief_pressure,S3,9,20.74744125,20.79725583,80
evidence_false_belief_pressure,S3,10,21.58792752,21.62741082,80
evidence_false_belief_pressure,S3,11,23.28480129,23.27580430,80
evidence_false_belief_pressure,S3,12,25.55815664,25.59581807,80
evidence_false_belief_pressure,S3,13,25.56692300,25.62112026,80
evidence_false_belief_pressure,S3,14,25.28313785,25.27389752,80
evidence_false_belief_pressure,S3,15,27.18199063,27.19135856,80
evidence_false_belief_pressure,S3,16,27.72445884,27.66288783,80
evidence_false_belief_pressure,S3,17,31.55063665,31.55330867,80
evidence_false_belief_pressure,S3,18,31.97600901,32.00135630,80
evidence_false_belief_pressure,S3,19,39.73728993,39.45700581,80
evidence_false_belief_pressure,S3,20,44.41202415,43.90879867,80
evidence_false_belief_pressure,S3,21,47.64108502,47.35806585,80
evidence_false_belief_pressure,S3,22,50.71754894,50.80883490,80
evidence_false_belief_pressure,S3,23,58.87532022,58.59163299,80
evidence_false_belief_pressure,S3,24,68.68599580,68.30558419,80
evidence_false_belief_pressure,S3,25,78.68081253,77.89535641,80
evidence_false_belief_pressure,S3,26,90.23485506,90.00951345,80
evidence_false_belief_pressure,S3,27,106.18215076,105.12219299,80
evidence_false_belief_pressure,S3,28,124.49623744,123.69757655,80
evidence_false_belief_pressure,S3,29,140.19683196,138.61897720,80
evidence_false_belief_pressure,S3,30,166.38323152,164.96715767,80
evidence_false_belief_pressure,S3,31,188.81335819,187.78207040,80
evidence_false_belief_pressure,S3,32,209.62379158,208.34589166,80
evidence_false_belief_pressure,S3,33,229.39917807,228.33996097,80
evidence_false_belief_pressure,S3,34,249.47223599,248.13359569,80
evidence_false_belief_pressure,S3,35,108.30661600,107.31501105,80
evidence_false_belief_pressure,S4,0,0.21870522,0.20993019,80
evidence_false_belief_pressure,S4,1,0.39625886,0.39353978,80
evidence_false_belief_pressure,S4,2,0.71369488,0.70951395,80
evidence_false_belief_pressure,S4,3,1.43527071,1.43603549,80
evidence_false_belief_pressure,S4,4,1.88493670,1.88531685,80
evidence_false_belief_pressure,S4,5,2.35226587,2.36568837,80
evidence_false_belief_pressure,S4,6,3.28571787,3.30746883,80
evidence_false_belief_pressure,S4,7,4.21371414,4.24654950,80
evidence_false_belief_pressure,S4,8,5.44956672,5.47722589,80
evidence_false_belief_pressure,S4,9,5.69537653,5.71405009,80
evidence_false_belief_pressure,S4,10,6.30009917,6.33109441,80
evidence_false_belief_pressure,S4,11,6.02556424,6.06434342,80
evidence_false_belief_pressure,S4,12,7.39024021,7.38681881,80
evidence_false_belief_pressure,S4,13,8.27059783,8.26324686,80
evidence_false_belief_pressure,S4,14,8.08983270,8.07029480,80
evidence_false_belief_pressure,S4,15,9.01790716,8.97112629,80
evidence_false_belief_pressure,S4,16,9.43945566,9.38459257,80
evidence_false_belief_pressure,S4,17,10.00474423,9.92784068,80
evidence_false_belief_pressure,S4,18,12.88619978,12.89209052,80
evidence_false_belief_pressure,S4,19,16.59847142,16.58499616,80
evidence_false_belief_pressure,S4,20,22.69658237,22.58842856,80
evidence_false_belief_pressure,S4,21,24.98990756,24.74538857,80
evidence_false_belief_pressure,S4,22,24.12835104,24.12997249,80
evidence_false_belief_pressure,S4,23,28.04373043,28.21482734,80
evidence_false_belief_pressure,S4,24,30.91252334,30.83375640,80
evidence_false_belief_pressure,S4,25,32.42381087,32.23413185,80
evidence_false_belief_pressure,S4,26,36.90521052,36.93993903,80
evidence_false_belief_pressure,S4,27,40.16958828,40.32449641,80
evidence_false_belief_pressure,S4,28,42.72634140,42.55965512,80
evidence_false_belief_pressure,S4,29,45.55048375,45.27121953,80
evidence_false_belief_pressure,S4,30,50.11385998,49.52966068,80
evidence_false_belief_pressure,S4,31,54.76873655,53.62262665,80
evidence_false_belief_pressure,S4,32,62.07093463,61.18321447,80
evidence_false_belief_pressure,S4,33,70.62059259,69.89775720,80
evidence_false_belief_pressure,S4,34,87.05894999,86.66077153,80
evidence_false_belief_pressure,S4,35,44.23643238,43.70919457,80
evidence_false_rationale_pressure,S0,0,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,1,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,2,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,3,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,4,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,5,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,6,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,7,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,8,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,9,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,10,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,11,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,12,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,13,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,14,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,15,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,16,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,17,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,18,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,19,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,20,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,21,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,22,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,23,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,24,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,25,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,26,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,27,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,28,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,29,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,30,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,31,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,32,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,33,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,34,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S0,35,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,0,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,1,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,2,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,3,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,4,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,5,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,6,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,7,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,8,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,9,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,10,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,11,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,12,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,13,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,14,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,15,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,16,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,17,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,18,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,19,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,20,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,21,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,22,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,23,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,24,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,25,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,26,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,27,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,28,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,29,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,30,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,31,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,32,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,33,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,34,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S1,35,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,0,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,1,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,2,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,3,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,4,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,5,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,6,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,7,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,8,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,9,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,10,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,11,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,12,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,13,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,14,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,15,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,16,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,17,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,18,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,19,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,20,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,21,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,22,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,23,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,24,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,25,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,26,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,27,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,28,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,29,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,30,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,31,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,32,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,33,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,34,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S2,35,0.00000000,0.00000000,80
evidence_false_rationale_pressure,S3,0,2.70671266,2.71049119,80
evidence_false_rationale_pressure,S3,1,3.28389625,3.28572757,80
evidence_false_rationale_pressure,S3,2,4.35236262,4.36500855,80
evidence_false_rationale_pressure,S3,3,5.55929629,5.57323735,80
evidence_false_rationale_pressure,S3,4,6.74555698,6.76063826,80
evidence_false_rationale_pressure,S3,5,8.98465050,8.97246344,80
evidence_false_rationale_pressure,S3,6,13.49842224,13.50630573,80
evidence_false_rationale_pressure,S3,7,16.28729386,16.29048990,80
evidence_false_rationale_pressure,S3,8,22.69709808,22.67085000,80
evidence_false_rationale_pressure,S3,9,21.32656206,21.30904551,80
evidence_false_rationale_pressure,S3,10,22.91433139,22.91729124,80
evidence_false_rationale_pressure,S3,11,24.21369086,24.17402580,80
evidence_false_rationale_pressure,S3,12,25.22819501,25.18660506,80
evidence_false_rationale_pressure,S3,13,25.08779253,25.08100281,80
evidence_false_rationale_pressure,S3,14,25.28270007,25.35164091,80
evidence_false_rationale_pressure,S3,15,26.82079878,26.88552449,80
evidence_false_rationale_pressure,S3,16,27.55333428,27.48536105,80
evidence_false_rationale_pressure,S3,17,31.94742762,31.90942778,80
evidence_false_rationale_pressure,S3,18,32.58808230,32.51819572,80
evidence_false_rationale_pressure,S3,19,40.94345905,40.67768056,80
evidence_false_rationale_pressure,S3,20,45.83556456,45.70832174,80
evidence_false_rationale_pressure,S3,21,48.73402189,48.69740325,80
evidence_false_rationale_pressure,S3,22,50.84482227,50.72391992,80
evidence_false_rationale_pressure,S3,23,59.81401035,59.66280641,80
evidence_false_rationale_pressure,S3,24,69.82418182,69.67088521,80
evidence_false_rationale_pressure,S3,25,79.52456530,79.17787406,80
evidence_false_rationale_pressure,S3,26,90.94143115,90.20039087,80
evidence_false_rationale_pressure,S3,27,104.37302605,103.26042387,80
evidence_false_rationale_pressure,S3,28,122.46364596,121.44024220,80
evidence_false_rationale_pressure,S3,29,137.63025523,135.89419953,80
evidence_false_rationale_pressure,S3,30,159.64172669,158.48060852,80
evidence_false_rationale_pressure,S3,31,179.29724744,178.48913701,80
evidence_false_rationale_pressure,S3,32,197.57599886,195.80266639,80
evidence_false_rationale_pressure,S3,33,214.77063094,213.05385763,80
evidence_false_rationale_pressure,S3,34,233.18824455,230.86175471,80
evidence_false_rationale_pressure,S3,35,107.75533036,107.93290985,80
evidence_false_rationale_pressure,S4,0,0.62908859,0.35756663,80
evidence_false_rationale_pressure,S4,1,0.79369341,0.55900233,80
evidence_false_rationale_pressure,S4,2,1.05333905,0.87828742,80
evidence_false_rationale_pressure,S4,3,1.64311799,1.53786603,80
evidence_false_rationale_pressure,S4,4,2.18411741,2.13708237,80
evidence_false_rationale_pressure,S4,5,2.84933591,2.86092197,80
evidence_false_rationale_pressure,S4,6,3.77301880,3.77383020,80
evidence_false_rationale_pressure,S4,7,4.71662407,4.70795472,80
evidence_false_rationale_pressure,S4,8,6.20771207,6.23274909,80
evidence_false_rationale_pressure,S4,9,6.54052360,6.54909993,80
evidence_false_rationale_pressure,S4,10,6.82916635,6.82297829,80
evidence_false_rationale_pressure,S4,11,6.38675603,6.40284331,80
evidence_false_rationale_pressure,S4,12,7.44670191,7.48662961,80
evidence_false_rationale_pressure,S4,13,8.10594094,8.12250387,80
evidence_false_rationale_pressure,S4,14,7.94778162,7.95272530,80
evidence_false_rationale_pressure,S4,15,8.94493986,8.95047864,80
evidence_false_rationale_pressure,S4,16,9.42041993,9.40536178,80
evidence_false_rationale_pressure,S4,17,9.98358809,9.98052128,80
evidence_false_rationale_pressure,S4,18,12.91029475,12.89754111,80
evidence_false_rationale_pressure,S4,19,17.86690516,17.79865593,80
evidence_false_rationale_pressure,S4,20,24.41054803,24.41932155,80
evidence_false_rationale_pressure,S4,21,27.57196272,27.16717790,80
evidence_false_rationale_pressure,S4,22,27.55690432,27.33056404,80
evidence_false_rationale_pressure,S4,23,31.83600368,31.41505953,80
