pair_name,anchor,layer,mean_cosine,median_cosine,n_families
EM_vs_distr,S3,29,0.23226268,0.23539370,80
EM_vs_distr,S3,30,0.24154077,0.25074159,80
EM_vs_distr,S3,31,0.24291601,0.24958116,80
EM_vs_distr,S3,32,0.24784696,0.25236433,80
EM_vs_distr,S3,33,0.26091007,0.26647034,80
EM_vs_distr,S3,34,0.31329313,0.32506163,80
EM_vs_distr,S3,35,0.33292879,0.33514594,80
EM_vs_distr,S4,0,0.37290012,0.25759294,80
EM_vs_distr,S4,1,0.38713360,0.26981760,80
EM_vs_distr,S4,2,0.33765563,0.21185546,80
EM_vs_distr,S4,3,0.28684961,0.19482574,80
EM_vs_distr,S4,4,0.28622805,0.23376743,80
EM_vs_distr,S4,5,0.26859280,0.24587360,80
EM_vs_distr,S4,6,0.25425701,0.23689753,80
EM_vs_distr,S4,7,0.28427317,0.28922251,80
EM_vs_distr,S4,8,0.29502723,0.28616421,80
EM_vs_distr,S4,9,0.25887450,0.25407906,80
EM_vs_distr,S4,10,0.21262105,0.20724304,80
EM_vs_distr,S4,11,0.22149995,0.21623884,80
EM_vs_distr,S4,12,0.11148018,0.10965583,80
EM_vs_distr,S4,13,0.17645860,0.16966538,80
EM_vs_distr,S4,14,0.22435628,0.22013752,80
EM_vs_distr,S4,15,0.22188867,0.22079445,80
EM_vs_distr,S4,16,0.20413025,0.19836296,80
EM_vs_distr,S4,17,0.12808665,0.12638192,80
EM_vs_distr,S4,18,0.23318914,0.24532761,80
EM_vs_distr,S4,19,0.12175951,0.11444647,80
EM_vs_distr,S4,20,0.12959651,0.13485329,80
EM_vs_distr,S4,21,0.15762022,0.15206024,80
EM_vs_distr,S4,22,0.20143433,0.20112471,80
EM_vs_distr,S4,23,0.25537636,0.25368636,80
EM_vs_distr,S4,24,0.29613932,0.28600918,80
EM_vs_distr,S4,25,0.29731463,0.29450579,80
EM_vs_distr,S4,26,0.28882383,0.28889566,80
EM_vs_distr,S4,27,0.29024437,0.29436601,80
EM_vs_distr,S4,28,0.30497076,0.30331404,80
EM_vs_distr,S4,29,0.30784948,0.31152717,80
EM_vs_distr,S4,30,0.31448993,0.31318764,80
EM_vs_distr,S4,31,0.29300733,0.29347716,80
EM_vs_distr,S4,32,0.29622773,0.29556426,80
EM_vs_distr,S4,33,0.30273983,0.30307014,80
EM_vs_distr,S4,34,0.34826298,0.34510686,80
EM_vs_distr,S4,35,0.30490258,0.30000476,80
FB_vs_AU,S0,0,0.00000000,0.00000000,80
FB_vs_AU,S0,1,0.00000000,0.00000000,80
FB_vs_AU,S0,2,0.00000000,0.00000000,80
FB_vs_AU,S0,3,0.00000000,0.00000000,80
FB_vs_AU,S0,4,0.00000000,0.00000000,80
FB_vs_AU,S0,5,0.00000000,0.00000000,80
FB_vs_AU,S0,6,0.00000000,0.00000000,80
FB_vs_AU,S0,7,0.00000000,0.00000000,80
FB_vs_AU,S0,8,0.00000000,0.00000000,80
FB_vs_AU,S0,9,0.00000000,0.00000000,80
FB_vs_AU,S0,10,0.00000000,0.00000000,80
FB_vs_AU,S0,11,0.00000000,0.00000000,80
FB_vs_AU,S0,12,0.00000000,0.00000000,80
FB_vs_AU,S0,13,0.00000000,0.00000000,80
FB_vs_AU,S0,14,0.00000000,0.00000000,80
FB_vs_AU,S0,15,0.00000000,0.00000000,80
FB_vs_AU,S0,16,0.00000000,0.00000000,80
FB_vs_AU,S0,17,0.00000000,0.00000000,80
FB_vs_AU,S0,18,0.00000000,0.00000000,80
FB_vs_AU,S0,19,0.00000000,0.00000000,80
FB_vs_AU,S0,20,0.00000000,0.00000000,80
FB_vs_AU,S0,21,0.00000000,0.00000000,80
FB_vs_AU,S0,22,0.00000000,0.00000000,80
FB_vs_AU,S0,23,0.00000000,0.00000000,80
FB_vs_AU,S0,24,0.00000000,0.00000000,80
FB_vs_AU,S0,25,0.00000000,0.00000000,80
FB_vs_AU,S0,26,0.00000000,0.00000000,80
FB_vs_AU,S0,27,0.00000000,0.00000000,80
FB_vs_AU,S0,28,0.00000000,0.00000000,80
FB_vs_AU,S0,29,0.00000000,0.00000000,80
FB_vs_AU,S0,30,0.00000000,0.00000000,80
FB_vs_AU,S0,31,0.00000000,0.00000000,80
FB_vs_AU,S0,32,0.00000000,0.00000000,80
FB_vs_AU,S0,33,0.00000000,0.00000000,80
FB_vs_AU,S0,34,0.00000000,0.00000000,80
FB_vs_AU,S0,35,0.00000000,0.00000000,80
FB_vs_AU,S1,0,0.00000000,0.00000000,80
FB_vs_AU,S1,1,0.00000000,0.00000000,80
FB_vs_AU,S1,2,0.00000000,0.00000000,80
FB_vs_AU,S1,3,0.00000000,0.00000000,80
FB_vs_AU,S1,4,0.00000000,0.00000000,80
FB_vs_AU,S1,5,0.00000000,0.00000000,80
FB_vs_AU,S1,6,0.00000000,0.00000000,80
FB_vs_AU,S1,7,0.00000000,0.00000000,80
FB_vs_AU,S1,8,0.00000000,0.00000000,80
FB_vs_AU,S1,9,0.00000000,0.00000000,80
FB_vs_AU,S1,10,0.00000000,0.00000000,80
FB_vs_AU,S1,11,0.00000000,0.00000000,80
FB_vs_AU,S1,12,0.00000000,0.00000000,80
FB_vs_AU,S1,13,0.00000000,0.00000000,80
FB_vs_AU,S1,14,0.00000000,0.00000000,80
FB_vs_AU,S1,15,0.00000000,0.00000000,80
FB_vs_AU,S1,16,0.00000000,0.00000000,80
FB_vs_AU,S1,17,0.00000000,0.00000000,80
FB_vs_AU,S1,18,0.00000000,0.00000000,80
FB_vs_AU,S1,19,0.00000000,0.00000000,80
FB_vs_AU,S1,20,0.00000000,0.00000000,80
FB_vs_AU,S1,21,0.00000000,0.00000000,80
FB_vs_AU,S1,22,0.00000000,0.00000000,80
FB_vs_AU,S1,23,0.00000000,0.00000000,80
FB_vs_AU,S1,24,0.00000000,0.00000000,80
FB_vs_AU,S1,25,0.00000000,0.00000000,80
FB_vs_AU,S1,26,0.00000000,0.00000000,80
FB_vs_AU,S1,27,0.00000000,0.00000000,80
FB_vs_AU,S1,28,0.00000000,0.00000000,80
FB_vs_AU,S1,29,0.00000000,0.00000000,80
FB_vs_AU,S1,30,0.00000000,0.00000000,80
FB_vs_AU,S1,31,0.00000000,0.00000000,80
FB_vs_AU,S1,32,0.00000000,0.00000000,80
FB_vs_AU,S1,33,0.00000000,0.00000000,80
FB_vs_AU,S1,34,0.00000000,0.00000000,80
FB_vs_AU,S1,35,0.00000000,0.00000000,80
FB_vs_AU,S2,0,0.00000000,0.00000000,80
FB_vs_AU,S2,1,0.00000000,0.00000000,80
FB_vs_AU,S2,2,0.00000000,0.00000000,80
FB_vs_AU,S2,3,0.00000000,0.00000000,80
FB_vs_AU,S2,4,0.00000000,0.00000000,80
FB_vs_AU,S2,5,0.00000000,0.00000000,80
FB_vs_AU,S2,6,0.00000000,0.00000000,80
FB_vs_AU,S2,7,0.00000000,0.00000000,80
FB_vs_AU,S2,8,0.00000000,0.00000000,80
FB_vs_AU,S2,9,0.00000000,0.00000000,80
FB_vs_AU,S2,10,0.00000000,0.00000000,80
FB_vs_AU,S2,11,0.00000000,0.00000000,80
FB_vs_AU,S2,12,0.00000000,0.00000000,80
FB_vs_AU,S2,13,0.00000000,0.00000000,80
FB_vs_AU,S2,14,0.00000000,0.00000000,80
FB_vs_AU,S2,15,0.00000000,0.00000000,80
FB_vs_AU,S2,16,0.00000000,0.00000000,80
FB_vs_AU,S2,17,0.00000000,0.00000000,80
FB_vs_AU,S2,18,0.00000000,0.00000000,80
FB_vs_AU,S2,19,0.00000000,0.00000000,80
FB_vs_AU,S2,20,0.00000000,0.00000000,80
FB_vs_AU,S2,21,0.00000000,0.00000000,80
FB_vs_AU,S2,22,0.00000000,0.00000000,80
FB_vs_AU,S2,23,0.00000000,0.00000000,80
FB_vs_AU,S2,24,0.00000000,0.00000000,80
FB_vs_AU,S2,25,0.00000000,0.00000000,80
FB_vs_AU,S2,26,0.00000000,0.00000000,80
FB_vs_AU,S2,27,0.00000000,0.00000000,80
FB_vs_AU,S2,28,0.00000000,0.00000000,80
FB_vs_AU,S2,29,0.00000000,0.00000000,80
FB_vs_AU,S2,30,0.00000000,0.00000000,80
FB_vs_AU,S2,31,0.00000000,0.00000000,80
FB_vs_AU,S2,32,0.00000000,0.00000000,80
FB_vs_AU,S2,33,0.00000000,0.00000000,80
FB_vs_AU,S2,34,0.00000000,0.00000000,80
FB_vs_AU,S2,35,0.00000000,0.00000000,80
FB_vs_AU,S3,0,0.06401384,0.06360626,80
FB_vs_AU,S3,1,0.16088909,0.16198684,80
FB_vs_AU,S3,2,0.34209566,0.34717787,80
FB_vs_AU,S3,3,0.47231088,0.47141078,80
FB_vs_AU,S3,4,0.48277000,0.48462949,80
FB_vs_AU,S3,5,0.46540948,0.46655326,80
FB_vs_AU,S3,6,0.52696788,0.52623697,80
FB_vs_AU,S3,7,0.54978323,0.54800662,80
FB_vs_AU,S3,8,0.60727563,0.60615197,80
FB_vs_AU,S3,9,0.58919878,0.58807568,80
FB_vs_AU,S3,10,0.63849411,0.63880256,80
FB_vs_AU,S3,11,0.64236767,0.64153037,80
FB_vs_AU,S3,12,0.60271107,0.60115629,80
FB_vs_AU,S3,13,0.60275603,0.60272865,80
FB_vs_AU,S3,14,0.62909005,0.62927803,80
FB_vs_AU,S3,15,0.67312119,0.67473474,80
FB_vs_AU,S3,16,0.66215861,0.66042415,80
FB_vs_AU,S3,17,0.72224925,0.72249136,80
FB_vs_AU,S3,18,0.66559148,0.66805285,80
FB_vs_AU,S3,19,0.67888611,0.67821295,80
FB_vs_AU,S3,20,0.68433998,0.68447076,80
FB_vs_AU,S3,21,0.68976873,0.68686917,80
FB_vs_AU,S3,22,0.71116075,0.71105992,80
FB_vs_AU,S3,23,0.72567059,0.72907391,80
FB_vs_AU,S3,24,0.71826918,0.71814744,80
FB_vs_AU,S3,25,0.70492134,0.70439697,80
FB_vs_AU,S3,26,0.67038306,0.66353454,80
FB_vs_AU,S3,27,0.67859747,0.66949676,80
FB_vs_AU,S3,28,0.64748938,0.63861388,80
FB_vs_AU,S3,29,0.63524000,0.61958358,80
FB_vs_AU,S3,30,0.62548240,0.61192193,80
FB_vs_AU,S3,31,0.61453341,0.59813878,80
FB_vs_AU,S3,32,0.61945210,0.60337648,80
FB_vs_AU,S3,33,0.62316720,0.61146419,80
FB_vs_AU,S3,34,0.62353613,0.61353867,80
FB_vs_AU,S3,35,0.64370894,0.63796749,80
FB_vs_AU,S4,0,0.09228684,0.07852570,80
FB_vs_AU,S4,1,0.11144729,0.10171519,80
FB_vs_AU,S4,2,0.19317188,0.18426908,80
FB_vs_AU,S4,3,0.51600388,0.51495222,80
FB_vs_AU,S4,4,0.61023618,0.60741954,80
FB_vs_AU,S4,5,0.68086798,0.68230576,80
FB_vs_AU,S4,6,0.63752572,0.64167291,80
FB_vs_AU,S4,7,0.64053103,0.64916737,80
FB_vs_AU,S4,8,0.67444197,0.67490292,80
FB_vs_AU,S4,9,0.69226332,0.69468953,80
FB_vs_AU,S4,10,0.60284430,0.60206342,80
FB_vs_AU,S4,11,0.60480104,0.60552382,80
FB_vs_AU,S4,12,0.66800451,0.67066927,80
FB_vs_AU,S4,13,0.68547067,0.68514535,80
FB_vs_AU,S4,14,0.69758979,0.70073640,80
FB_vs_AU,S4,15,0.75110500,0.75453154,80
FB_vs_AU,S4,16,0.75839836,0.76014246,80
FB_vs_AU,S4,17,0.76009090,0.76259519,80
FB_vs_AU,S4,18,0.77541719,0.77595200,80
FB_vs_AU,S4,19,0.80884714,0.81148156,80
FB_vs_AU,S4,20,0.82934722,0.82963130,80
FB_vs_AU,S4,21,0.81780008,0.81893181,80
FB_vs_AU,S4,22,0.78069357,0.78665728,80
FB_vs_AU,S4,23,0.76973903,0.78294411,80
FB_vs_AU,S4,24,0.73837877,0.76351624,80
FB_vs_AU,S4,25,0.73086285,0.74833137,80
FB_vs_AU,S4,26,0.74025441,0.76115595,80
FB_vs_AU,S4,27,0.73804784,0.75790307,80
FB_vs_AU,S4,28,0.73598032,0.75288917,80
FB_vs_AU,S4,29,0.72053421,0.74343534,80
FB_vs_AU,S4,30,0.70559031,0.72522771,80
FB_vs_AU,S4,31,0.70179720,0.72328033,80
FB_vs_AU,S4,32,0.70525701,0.72256732,80
FB_vs_AU,S4,33,0.71137462,0.73074609,80
FB_vs_AU,S4,34,0.71074113,0.72520234,80
FB_vs_AU,S4,35,0.66581263,0.69458012,80
FB_vs_EM,S0,0,0.00000000,0.00000000,80
FB_vs_EM,S0,1,0.00000000,0.00000000,80
FB_vs_EM,S0,2,0.00000000,0.00000000,80
FB_vs_EM,S0,3,0.00000000,0.00000000,80
FB_vs_EM,S0,4,0.00000000,0.00000000,80
FB_vs_EM,S0,5,0.00000000,0.00000000,80
FB_vs_EM,S0,6,0.00000000,0.00000000,80
FB_vs_EM,S0,7,0.00000000,0.00000000,80
FB_vs_EM,S0,8,0.00000000,0.00000000,80
FB_vs_EM,S0,9,0.00000000,0.00000000,80
FB_vs_EM,S0,10,0.00000000,0.00000000,80
FB_vs_EM,S0,11,0.00000000,0.00000000,80
FB_vs_EM,S0,12,0.00000000,0.00000000,80
FB_vs_EM,S0,13,0.00000000,0.00000000,80
FB_vs_EM,S0,14,0.00000000,0.00000000,80
FB_vs_EM,S0,15,0.00000000,0.00000000,80
FB_vs_EM,S0,16,0.00000000,0.00000000,80
FB_vs_EM,S0,17,0.00000000,0.00000000,80
FB_vs_EM,S0,18,0.00000000,0.00000000,80
FB_vs_EM,S0,19,0.00000000,0.00000000,80
FB_vs_EM,S0,20,0.00000000,0.00000000,80
FB_vs_EM,S0,21,0.00000000,0.00000000,80
FB_vs_EM,S0,22,0.00000000,0.00000000,80
FB_vs_EM,S0,23,0.00000000,0.00000000,80
FB_vs_EM,S0,24,0.00000000,0.00000000,80
FB_vs_EM,S0,25,0.00000000,0.00000000,80
FB_vs_EM,S0,26,0.00000000,0.00000000,80
FB_vs_EM,S0,27,0.00000000,0.00000000,80
FB_vs_EM,S0,28,0.00000000,0.00000000,80
FB_vs_EM,S0,29,0.00000000,0.00000000,80
FB_vs_EM,S0,30,0.00000000,0.00000000,80
FB_vs_EM,S0,31,0.00000000,0.00000000,80
FB_vs_EM,S0,32,0.00000000,0.00000000,80
FB_vs_EM,S0,33,0.00000000,0.00000000,80
FB_vs_EM,S0,34,0.00000000,0.00000000,80
FB_vs_EM,S0,35,0.00000000,0.00000000,80
FB_vs_EM,S1,0,0.00000000,0.00000000,80
FB_vs_EM,S1,1,0.00000000,0.00000000,80
FB_vs_EM,S1,2,0.00000000,0.00000000,80
FB_vs_EM,S1,3,0.00000000,0.00000000,80
FB_vs_EM,S1,4,0.00000000,0.00000000,80
FB_vs_EM,S1,5,0.00000000,0.00000000,80
FB_vs_EM,S1,6,0.00000000,0.00000000,80
FB_vs_EM,S1,7,0.00000000,0.00000000,80
FB_vs_EM,S1,8,0.00000000,0.00000000,80
FB_vs_EM,S1,9,0.00000000,0.00000000,80
FB_vs_EM,S1,10,0.00000000,0.00000000,80
FB_vs_EM,S1,11,0.00000000,0.00000000,80
FB_vs_EM,S1,12,0.00000000,0.00000000,80
FB_vs_EM,S1,13,0.00000000,0.00000000,80
FB_vs_EM,S1,14,0.00000000,0.00000000,80
FB_vs_EM,S1,15,0.00000000,0.00000000,80
FB_vs_EM,S1,16,0.00000000,0.00000000,80
FB_vs_EM,S1,17,0.00000000,0.00000000,80
FB_vs_EM,S1,18,0.00000000,0.00000000,80
FB_vs_EM,S1,19,0.00000000,0.00000000,80
FB_vs_EM,S1,20,0.00000000,0.00000000,80
FB_vs_EM,S1,21,0.00000000,0.00000000,80
FB_vs_EM,S1,22,0.00000000,0.00000000,80
FB_vs_EM,S1,23,0.00000000,0.00000000,80
FB_vs_EM,S1,24,0.00000000,0.00000000,80
FB_vs_EM,S1,25,0.00000000,0.00000000,80
FB_vs_EM,S1,26,0.00000000,0.00000000,80
FB_vs_EM,S1,27,0.00000000,0.00000000,80
FB_vs_EM,S1,28,0.00000000,0.00000000,80
FB_vs_EM,S1,29,0.00000000,0.00000000,80
FB_vs_EM,S1,30,0.00000000,0.00000000,80
FB_vs_EM,S1,31,0.00000000,0.00000000,80
FB_vs_EM,S1,32,0.00000000,0.00000000,80
FB_vs_EM,S1,33,0.00000000,0.00000000,80
FB_vs_EM,S1,34,0.00000000,0.00000000,80
FB_vs_EM,S1,35,0.00000000,0.00000000,80
FB_vs_EM,S2,0,0.00000000,0.00000000,80
FB_vs_EM,S2,1,0.00000000,0.00000000,80
FB_vs_EM,S2,2,0.00000000,0.00000000,80
FB_vs_EM,S2,3,0.00000000,0.00000000,80
FB_vs_EM,S2,4,0.00000000,0.00000000,80
FB_vs_EM,S2,5,0.00000000,0.00000000,80
FB_vs_EM,S2,6,0.00000000,0.00000000,80
FB_vs_EM,S2,7,0.00000000,0.00000000,80
FB_vs_EM,S2,8,0.00000000,0.00000000,80
FB_vs_EM,S2,9,0.00000000,0.00000000,80
FB_vs_EM,S2,10,0.00000000,0.00000000,80
FB_vs_EM,S2,11,0.00000000,0.00000000,80
FB_vs_EM,S2,12,0.00000000,0.00000000,80
FB_vs_EM,S2,13,0.00000000,0.00000000,80
FB_vs_EM,S2,14,0.00000000,0.00000000,80
FB_vs_EM,S2,15,0.00000000,0.00000000,80
FB_vs_EM,S2,16,0.00000000,0.00000000,80
FB_vs_EM,S2,17,0.00000000,0.00000000,80
FB_vs_EM,S2,18,0.00000000,0.00000000,80
FB_vs_EM,S2,19,0.00000000,0.00000000,80
FB_vs_EM,S2,20,0.00000000,0.00000000,80
FB_vs_EM,S2,21,0.00000000,0.00000000,80
FB_vs_EM,S2,22,0.00000000,0.00000000,80
FB_vs_EM,S2,23,0.00000000,0.00000000,80
FB_vs_EM,S2,24,0.00000000,0.00000000,80
FB_vs_EM,S2,25,0.00000000,0.00000000,80
FB_vs_EM,S2,26,0.00000000,0.00000000,80
FB_vs_EM,S2,27,0.00000000,0.00000000,80
FB_vs_EM,S2,28,0.00000000,0.00000000,80
FB_vs_EM,S2,29,0.00000000,0.00000000,80
FB_vs_EM,S2,30,0.00000000,0.00000000,80
FB_vs_EM,S2,31,0.00000000,0.00000000,80
FB_vs_EM,S2,32,0.00000000,0.00000000,80
FB_vs_EM,S2,33,0.00000000,0.00000000,80
FB_vs_EM,S2,34,0.00000000,0.00000000,80
FB_vs_EM,S2,35,0.00000000,0.00000000,80
FB_vs_EM,S3,0,0.16200100,0.16314028,80
FB_vs_EM,S3,1,0.26884502,0.27388623,80
FB_vs_EM,S3,2,0.45189618,0.45409385,80
FB_vs_EM,S3,3,0.55418895,0.55699578,80
FB_vs_EM,S3,4,0.52273535,0.52104540,80
FB_vs_EM,S3,5,0.51751909,0.51774958,80
FB_vs_EM,S3,6,0.56198861,0.56235428,80
FB_vs_EM,S3,7,0.56620618,0.56585176,80
FB_vs_EM,S3,8,0.64653449,0.64853319,80
FB_vs_EM,S3,9,0.61227788,0.61272065,80
FB_vs_EM,S3,10,0.63897996,0.63904113,80
FB_vs_EM,S3,11,0.67965548,0.68016000,80
FB_vs_EM,S3,12,0.70006811,0.70173222,80
FB_vs_EM,S3,13,0.68190867,0.68187196,80
FB_vs_EM,S3,14,0.71732083,0.71790979,80
FB_vs_EM,S3,15,0.74070007,0.74170884,80
FB_vs_EM,S3,16,0.74315350,0.74395174,80
FB_vs_EM,S3,17,0.75982579,0.75947463,80
FB_vs_EM,S3,18,0.72149944,0.72191430,80
FB_vs_EM,S3,19,0.71526018,0.71484521,80
FB_vs_EM,S3,20,0.70294329,0.70487407,80
FB_vs_EM,S3,21,0.69808011,0.69847280,80
FB_vs_EM,S3,22,0.69746899,0.69399745,80
FB_vs_EM,S3,23,0.67819356,0.67488463,80
FB_vs_EM,S3,24,0.68543412,0.68249079,80
FB_vs_EM,S3,25,0.66974563,0.66666016,80
FB_vs_EM,S3,26,0.64197787,0.63671743,80
FB_vs_EM,S3,27,0.63429136,0.63505261,80
FB_vs_EM,S3,28,0.61550188,0.62045248,80
FB_vs_EM,S3,29,0.59278141,0.59808377,80
FB_vs_EM,S3,30,0.58533497,0.58887578,80
FB_vs_EM,S3,31,0.56696205,0.57066792,80
FB_vs_EM,S3,32,0.57079817,0.57582821,80
FB_vs_EM,S3,33,0.57276840,0.57226783,80
FB_vs_EM,S3,34,0.57659763,0.57913638,80
FB_vs_EM,S3,35,0.59695029,0.59760821,80
FB_vs_EM,S4,0,0.08608049,0.07219994,80
FB_vs_EM,S4,1,0.10586780,0.09561190,80
FB_vs_EM,S4,2,0.18727819,0.17518654,80
FB_vs_EM,S4,3,0.45922958,0.45778362,80
FB_vs_EM,S4,4,0.59075343,0.59380327,80
FB_vs_EM,S4,5,0.67065483,0.67629644,80
FB_vs_EM,S4,6,0.67931247,0.68358702,80
FB_vs_EM,S4,7,0.68842678,0.68925681,80
FB_vs_EM,S4,8,0.72200069,0.72326288,80
FB_vs_EM,S4,9,0.73200043,0.73335196,80
FB_vs_EM,S4,10,0.65929269,0.65893965,80
FB_vs_EM,S4,11,0.65950975,0.65663244,80
FB_vs_EM,S4,12,0.71300602,0.71668732,80
FB_vs_EM,S4,13,0.71811826,0.71605920,80
FB_vs_EM,S4,14,0.72550586,0.72594172,80
FB_vs_EM,S4,15,0.77024146,0.76863153,80
FB_vs_EM,S4,16,0.76073541,0.75902547,80
FB_vs_EM,S4,17,0.76866109,0.76858899,80
FB_vs_EM,S4,18,0.76279515,0.76220095,80
FB_vs_EM,S4,19,0.75135344,0.75314723,80
FB_vs_EM,S4,20,0.73188707,0.72735271,80
FB_vs_EM,S4,21,0.72885562,0.73071257,80
FB_vs_EM,S4,22,0.66663432,0.66500640,80
FB_vs_EM,S4,23,0.65553078,0.65172396,80
FB_vs_EM,S4,24,0.65071664,0.64893306,80
FB_vs_EM,S4,25,0.63961130,0.64045088,80
FB_vs_EM,S4,26,0.65182333,0.65736650,80
FB_vs_EM,S4,27,0.64980216,0.65765493,80
FB_vs_EM,S4,28,0.64351757,0.64739863,80
FB_vs_EM,S4,29,0.63665417,0.63739144,80
FB_vs_EM,S4,30,0.62534857,0.62355218,80
FB_vs_EM,S4,31,0.62575291,0.63221371,80
FB_vs_EM,S4,32,0.62880619,0.62849793,80
FB_vs_EM,S4,33,0.64049543,0.64685408,80
FB_vs_EM,S4,34,0.64609545,0.64975677,80
FB_vs_EM,S4,35,0.65742192,0.66486317,80
FB_vs_FR,S0,0,0.00000000,0.00000000,80
FB_vs_FR,S0,1,0.00000000,0.00000000,80
FB_vs_FR,S0,2,0.00000000,0.00000000,80
FB_vs_FR,S0,3,0.00000000,0.00000000,80
FB_vs_FR,S0,4,0.00000000,0.00000000,80
FB_vs_FR,S0,5,0.00000000,0.00000000,80
FB_vs_FR,S0,6,0.00000000,0.00000000,80
FB_vs_FR,S0,7,0.00000000,0.00000000,80
FB_vs_FR,S0,8,0.00000000,0.00000000,80
FB_vs_FR,S0,9,0.00000000,0.00000000,80
FB_vs_FR,S0,10,0.00000000,0.00000000,80
FB_vs_FR,S0,11,0.00000000,0.00000000,80
FB_vs_FR,S0,12,0.00000000,0.00000000,80
FB_vs_FR,S0,13,0.00000000,0.00000000,80
FB_vs_FR,S0,14,0.00000000,0.00000000,80
FB_vs_FR,S0,15,0.00000000,0.00000000,80
FB_vs_FR,S0,16,0.00000000,0.00000000,80
FB_vs_FR,S0,17,0.00000000,0.00000000,80
FB_vs_FR,S0,18,0.00000000,0.00000000,80
FB_vs_FR,S0,19,0.00000000,0.00000000,80
FB_vs_FR,S0,20,0.00000000,0.00000000,80
FB_vs_FR,S0,21,0.00000000,0.00000000,80
FB_vs_FR,S0,22,0.00000000,0.00000000,80
FB_vs_FR,S0,23,0.00000000,0.00000000,80
FB_vs_FR,S0,24,0.00000000,0.00000000,80
FB_vs_FR,S0,25,0.00000000,0.00000000,80
FB_vs_FR,S0,26,0.00000000,0.00000000,80
FB_vs_FR,S0,27,0.00000000,0.00000000,80
FB_vs_FR,S0,28,0.00000000,0.00000000,80
FB_vs_FR,S0,29,0.00000000,0.00000000,80
FB_vs_FR,S0,30,0.00000000,0.00000000,80
FB_vs_FR,S0,31,0.00000000,0.00000000,80
FB_vs_FR,S0,32,0.00000000,0.00000000,80
FB_vs_FR,S0,33,0.00000000,0.00000000,80
FB_vs_FR,S0,34,0.00000000,0.00000000,80
FB_vs_FR,S0,35,0.00000000,0.00000000,80
FB_vs_FR,S1,0,0.00000000,0.00000000,80
FB_vs_FR,S1,1,0.00000000,0.00000000,80
FB_vs_FR,S1,2,0.00000000,0.00000000,80
FB_vs_FR,S1,3,0.00000000,0.00000000,80
FB_vs_FR,S1,4,0.00000000,0.00000000,80
FB_vs_FR,S1,5,0.00000000,0.00000000,80
FB_vs_FR,S1,6,0.00000000,0.00000000,80
FB_vs_FR,S1,7,0.00000000,0.00000000,80
FB_vs_FR,S1,8,0.00000000,0.00000000,80
FB_vs_FR,S1,9,0.00000000,0.00000000,80
FB_vs_FR,S1,10,0.00000000,0.00000000,80
FB_vs_FR,S1,11,0.00000000,0.00000000,80
FB_vs_FR,S1,12,0.00000000,0.00000000,80
FB_vs_FR,S1,13,0.00000000,0.00000000,80
FB_vs_FR,S1,14,0.00000000,0.00000000,80
FB_vs_FR,S1,15,0.00000000,0.00000000,80
FB_vs_FR,S1,16,0.00000000,0.00000000,80
FB_vs_FR,S1,17,0.00000000,0.00000000,80
FB_vs_FR,S1,18,0.00000000,0.00000000,80
FB_vs_FR,S1,19,0.00000000,0.00000000,80
FB_vs_FR,S1,20,0.00000000,0.00000000,80
FB_vs_FR,S1,21,0.00000000,0.00000000,80
FB_vs_FR,S1,22,0.00000000,0.00000000,80
FB_vs_FR,S1,23,0.00000000,0.00000000,80
FB_vs_FR,S1,24,0.00000000,0.00000000,80
FB_vs_FR,S1,25,0.00000000,0.00000000,80
FB_vs_FR,S1,26,0.00000000,0.00000000,80
FB_vs_FR,S1,27,0.00000000,0.00000000,80
FB_vs_FR,S1,28,0.00000000,0.00000000,80
FB_vs_FR,S1,29,0.00000000,0.00000000,80
FB_vs_FR,S1,30,0.00000000,0.00000000,80
FB_vs_FR,S1,31,0.00000000,0.00000000,80
FB_vs_FR,S1,32,0.00000000,0.00000000,80
FB_vs_FR,S1,33,0.00000000,0.00000000,80
FB_vs_FR,S1,34,0.00000000,0.00000000,80
FB_vs_FR,S1,35,0.00000000,0.00000000,80
FB_vs_FR,S2,0,0.00000000,0.00000000,80
FB_vs_FR,S2,1,0.00000000,0.00000000,80
FB_vs_FR,S2,2,0.00000000,0.00000000,80
FB_vs_FR,S2,3,0.00000000,0.00000000,80
FB_vs_FR,S2,4,0.00000000,0.00000000,80
FB_vs_FR,S2,5,0.00000000,0.00000000,80
FB_vs_FR,S2,6,0.00000000,0.00000000,80
FB_vs_FR,S2,7,0.00000000,0.00000000,80
FB_vs_FR,S2,8,0.00000000,0.00000000,80
FB_vs_FR,S2,9,0.00000000,0.00000000,80
FB_vs_FR,S2,10,0.00000000,0.00000000,80
FB_vs_FR,S2,11,0.00000000,0.00000000,80
FB_vs_FR,S2,12,0.00000000,0.00000000,80
FB_vs_FR,S2,13,0.00000000,0.00000000,80
FB_vs_FR,S2,14,0.00000000,0.00000000,80
FB_vs_FR,S2,15,0.00000000,0.00000000,80
FB_vs_FR,S2,16,0.00000000,0.00000000,80
FB_vs_FR,S2,17,0.00000000,0.00000000,80
FB_vs_FR,S2,18,0.00000000,0.00000000,80
FB_vs_FR,S2,19,0.00000000,0.00000000,80
FB_vs_FR,S2,20,0.00000000,0.00000000,80
FB_vs_FR,S2,21,0.00000000,0.00000000,80
FB_vs_FR,S2,22,0.00000000,0.00000000,80
