group_label,condition,anchor,layer,pearson,spearman,n_used,mean_degradation,mean_deltanorm
distractor_only,evidence_distractor_neutral,S0,31,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,32,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,32,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,32,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,32,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,32,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,32,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,32,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,32,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,32,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,32,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,33,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,33,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,33,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,33,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,33,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,33,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,33,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,33,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,33,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,33,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,34,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,34,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,34,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,34,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,34,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,34,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,34,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,34,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,34,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,34,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S0,35,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S0,35,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S0,35,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S0,35,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S0,35,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S0,35,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S0,35,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S0,35,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S0,35,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S0,35,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,0,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,0,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,0,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,0,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,0,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,0,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,0,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,0,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,0,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,0,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,1,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,1,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,1,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,1,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,1,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,1,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,1,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,1,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,1,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,1,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,2,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,2,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,2,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,2,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,2,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,2,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,2,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,2,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,2,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,2,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,3,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,3,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,3,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,3,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,3,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,3,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,3,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,3,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,3,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,3,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,4,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,4,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,4,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,4,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,4,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,4,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,4,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,4,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,4,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,4,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,5,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,5,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,5,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,5,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,5,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,5,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,5,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,5,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,5,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,5,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,6,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,6,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,6,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,6,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,6,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,6,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,6,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,6,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,6,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,6,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,7,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,7,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,7,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,7,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,7,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,7,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,7,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,7,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,7,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,7,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,8,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,8,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,8,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,8,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,8,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,8,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,8,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,8,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,8,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,8,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,9,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,9,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,9,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,9,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,9,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,9,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,9,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,9,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,9,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,9,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,10,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,10,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,10,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,10,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,10,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,10,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,10,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,10,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,10,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,10,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,11,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,11,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,11,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,11,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,11,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,11,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,11,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,11,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,11,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,11,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,12,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,12,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,12,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,12,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,12,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,12,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,12,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,12,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,12,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,12,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,13,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,13,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,13,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,13,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,13,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,13,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,13,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,13,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,13,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,13,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,14,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,14,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,14,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,14,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,14,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,14,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,14,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,14,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,14,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,14,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,15,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,15,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,15,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,15,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,15,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,15,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,15,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,15,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,15,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,15,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,16,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,16,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,16,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,16,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,16,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,16,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,16,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,16,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,16,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,16,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,17,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,17,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,17,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,17,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,17,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,17,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,17,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,17,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,17,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,17,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,18,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,18,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,18,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,18,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,18,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,18,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,18,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,18,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,18,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,18,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,19,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,19,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,19,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,19,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,19,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,19,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,19,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,19,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,19,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,19,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,20,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,20,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,20,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,20,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,20,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,20,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,20,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,20,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,20,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,20,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,21,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,21,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,21,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,21,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,21,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,21,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,21,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,21,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,21,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,21,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,22,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,22,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,22,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,22,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,22,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,22,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,22,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,22,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,22,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,22,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,23,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,23,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,23,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,23,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,23,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,23,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,23,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,23,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,23,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,23,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,24,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,24,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,24,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,24,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,24,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,24,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,24,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,24,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,24,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,24,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,25,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,25,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,25,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,25,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,25,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,25,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,25,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,25,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,25,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,25,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,26,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,26,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,26,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,26,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,26,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,26,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,26,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,26,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,26,,,160,-3.049893,0.000000
distractor_only,evidence_distractor_neutral,S1,26,,,80,1.158027,0.000000
per_condition,evidence_false_belief_pressure,S1,27,,,80,0.510714,0.000000
per_condition,evidence_false_rationale_pressure,S1,27,,,80,1.589763,0.000000
per_condition,evidence_emotional_pressure,S1,27,,,80,7.996908,0.000000
per_condition,evidence_authority_pressure,S1,27,,,80,9.581363,0.000000
per_condition,evidence_true_belief_pressure,S1,27,,,80,-3.088202,0.000000
per_condition,evidence_true_rationale_pressure,S1,27,,,80,-3.011584,0.000000
per_condition,evidence_distractor_neutral,S1,27,,,80,1.158027,0.000000
pooled_false_pressure,"evidence_false_belief_pressure,evidence_false_rationale_pressure,evidence_emotional_pressure,evidence_authority_pressure",S1,27,,,320,4.919687,0.000000
pooled_evidence_aligned,"evidence_true_belief_pressure,evidence_true_rationale_pressure",S1,27,,,160,-3.049893,0.000000
